Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2022-06-07,103.424,103.833,100.569,102.182,402028.74985037
2022-06-08,101.307,102.842,100.084,100.433,356000.73027301
2022-06-09,100.549,100.549,90.4947,91.2719,1136544.9897195
2022-06-10,90.5919,93.1664,87.1042,90.9611,976457.7342238
2022-06-13,88.9889,90.1353,85.783,85.9093,611808.47947434
2022-06-14,85.9774,89.7662,83.8984,88.7947,621251.65533092
2022-06-15,88.8917,89.2805,87.3471,89.193,425949.60920626
2022-06-17,87.7843,90.6988,87.4346,87.9494,873999.17324582
2022-06-20,88.0174,90.8542,88.0174,89.8632,222322.25173127
2022-06-21,90.5336,91.0291,88.1729,88.7655,293009.16828052
2022-06-22,87.6192,89.0957,85.8511,88.3574,254218.44644107
2022-06-23,87.4346,89.0861,86.5118,88.0854,212857.45971021
2022-06-24,88.8917,91.9618,88.1049,91.7189,232694.92266072
2022-06-27,92.0007,92.7777,90.4267,92.2726,333808.13473477
2022-06-28,92.6806,95.0607,92.2921,94.6236,299945.89839797
2022-06-29,93.7493,95.5466,91.5246,95.5466,321748.37363431
2022-06-30,94.2351,98.2182,92.6904,92.9527,590731.68976
2022-07-01,92.6806,95.4786,90.8931,95.1676,318782.84173516
2022-07-04,96.0903,96.0903,92.3703,93.5384,264016.41084057
2022-07-05,94.991,94.991,87.237,90.1326,379675.39675929
2022-07-06,89.9067,97.2485,89.7595,95.6486,499797.89178478
2022-07-07,96.0805,102,95.6977,101.862,457762.86354301
2022-07-08,101.882,102.961,98.6422,101.882,319710.93841914
2022-07-11,102.077,104.06,100.723,102.568,441201.72669512
2022-07-12,102.568,102.568,99.0348,100.134,428702.67859608
2022-07-13,100.134,100.625,94.4315,95.845,222720.03681071
2022-07-14,95.845,97.0915,92.0759,93.0673,283341.64269113
2022-07-15,93.2439,95.7665,91.2809,91.5949,343012.6770133
2022-07-18,93.2439,93.7935,89.5731,92.0759,354301.35103819
2022-07-19,92.066,92.2624,89.0429,92.2526,288746.55385557
2022-07-20,93.8426,94.0193,90.1031,92.655,357264.11855302
2022-07-21,93.2439,93.5384,89.9852,90.8392,427857.04687761
2022-07-22,91.2809,96.9737,90.9864,96.689,400093.83684347
2022-07-25,95.2069,95.2069,88.4345,88.4345,544818.1018761
2022-07-26,88.0713,88.9253,85.1955,87.9732,480098.74807799
2022-07-27,89.5141,89.5141,84.901,87.2959,372742.23550123
2022-07-28,90.0834,90.1914,86.442,86.8641,246268.33308665
2022-07-29,88.2382,89.1314,87.1585,89.1314,331017.95144515
2022-08-01,87.6492,89.465,85.7844,88.6995,231761.16436458
2022-08-02,88.3363,88.4836,84.8029,84.901,305705.03572779
2022-08-03,84.9796,87.5413,84.9501,86.0788,257157.6244204
2022-08-04,86.8641,91.8207,86.0788,90.7704,447506.26774801
2022-08-05,90.7902,93.1359,90.319,90.9471,434507.99128506
2022-08-08,91.7717,91.7717,88.4443,90.0049,338063.18437675
2022-08-09,90.27,91.4183,86.8248,86.8641,239776.32668893
2022-08-10,87.8456,91.0356,85.9807,90.2994,286838.27890533
2022-08-11,90.2994,94.1272,89.7693,93.8426,347236.76027207
2022-08-12,94.618,94.618,91.4674,92.2624,290597.77413564
2022-08-16,93.7052,94.9027,90.1128,90.8392,301395.37046378
2022-08-17,90.8392,92.1544,90.0049,91.7717,291759.24420679
2022-08-18,91.7717,92.7531,89.1215,90.3975,190238.60932087
2022-08-19,89.2883,89.7105,87.2861,87.2861,477563.89058937
2022-08-22,86.7659,87.2861,84.1159,84.4692,505466.68079872
2022-08-23,84.4692,84.8618,82.3491,82.4473,377020.31692997
2022-08-24,82.4473,83.3798,81.0535,82.457,367083.63482124
2022-08-25,83.2324,84.155,80.6315,81.3087,213073.72221977
2022-08-26,81.3676,84.2728,80.4842,82.4473,461042.48824392
2022-08-29,80.7983,81.3971,79.3555,81.0044,207825.71139827
2022-08-30,81.3283,82.1234,79.9934,80.3959,374061.62474872
2022-08-31,80.4941,84.4102,80.4842,82.565,581148.68193508
2022-09-01,82.4473,82.4473,79.7972,79.9934,376206.26904677
2022-09-02,80.4057,80.975,78.6389,80.4842,381541.8995403
2022-09-05,80.5333,81.8289,79.5027,80.1505,368025.03687891
2022-09-06,80.6805,80.8669,76.9703,77.1177,423718.54562408
2022-09-07,79.5027,82.6435,75.3902,76.4502,718238.82833335
2022-09-08,79.5027,82.8791,77.5691,80.5922,978043.3819159
2022-09-09,83.1344,86.177,81.4657,86.177,621526.06824197
2022-09-12,86.3734,86.5795,81.0928,83.0755,647174.18014653
2022-09-13,83.8214,87.8259,83.4385,84.5673,872093.87825867
2022-09-14,84.3121,88.9743,83.4385,88.7681,665043.49907455
2022-09-15,88.9253,90.8882,86.8641,90.0049,1054622.9752739
2022-09-16,88.1989,89.2589,84.9109,87.129,2873823.3593866
2022-09-19,93.3421,95.6583,86.2751,87.2664,1668669.7875577
2022-09-20,88.14,88.9743,86.1967,87.6394,554552.03613907
2022-09-21,86.7855,88.5621,85.117,86.2947,411244.96835994
2022-09-22,85.0973,89.8085,84.4594,86.8542,958287.18353896
2022-09-23,88.3363,91.8991,86.8641,88.8173,1585619.5833033
2022-09-26,93.2144,102.077,89.4257,100.782,1503606.5514458
